drug_a_name,drug_b_name,cell_line,synergy,label
GEMCITABINE,MK-8669,ZR751,13.0894332592,1
L778123,ZOLINZA,SKOV3,24.9558111039,1
METFORMIN,GELDANAMYCIN,T47D,-8.0339214866,0
GEMCITABINE,SORAFENIB,NCIH520,-7.9167944217,0
PD325901,MK-8776,RKO,10.0889783498,1
MK-2206,PD325901,SKMES1,33.982590278,1
MK-2206,ERLOTINIB,MDAMB436,17.5141539742,1
MK-4541,METFORMIN,ES2,-7.6389842343,0
MK-2206,MK-8776,NIHOVCAR3,10.7982158648,1
MK-2206,PD325901,A375,16.5678812819,1
DEXAMETHASONE,TEMOZOLOMIDE,NCIH2122,-4.2979616947,0
BORTEZOMIB,BEZ-235,VCAP,12.939546779,1
AZD1775,PD325901,HT144,22.5463244697,1
MRK-003,CYCLOPHOSPHAMIDE,OV90,-4.3650409032,0
AZD1775,MK-8669,OV90,14.0144968889,1
MK-2206,SORAFENIB,SW620,15.846991372,1
MK-4541,DINACICLIB,CAOV3,-3.8000057383,0
L778123,SORAFENIB,A427,11.4219116643,1
MITOMYCINE,L778123,T47D,-16.4080212115,0
SUNITINIB,LAPATINIB,ES2,12.9921447606,1
ETOPOSIDE,MK-5108,CAOV3,70.4929495418,1
MK-4541,PACLITAXEL,RKO,11.2229717782,1
MITOMYCINE,DASATINIB,A427,48.6458209544,1
METHOTREXATE,BEZ-235,SW620,-19.462075949,0
MRK-003,DOXORUBICIN,PA1,-9.6432847312,0
GEMCITABINE,SORAFENIB,HT144,-1.643253355,0
GEMCITABINE,DINACICLIB,HCT116,-19.9622645261,0
ZOLINZA,GELDANAMYCIN,A427,-39.7813892123,0
TEMOZOLOMIDE,ERLOTINIB,SW620,15.7176475006,1
AZD1775,MK-4827,UWB1289,66.3561316865,1
MK-5108,ABT-888,ES2,10.4874511756,1
DEXAMETHASONE,ERLOTINIB,ES2,-19.2105269144,0
CARBOPLATIN,AZD1775,SW620,-5.3267989279,0
5-FU,PD325901,A2780,24.6101491603,1
PD325901,ABT-888,UACC62,-5.9909610904,0
DEXAMETHASONE,MK-5108,SW837,15.1963197343,1
LAPATINIB,OXALIPLATIN,VCAP,-12.2068701196,0
BORTEZOMIB,MK-8776,SW837,-194.3614259812,0
DASATINIB,SN-38,DLD1,18.8463368758,1
L778123,VINORELBINE,HT144,14.4951714189,1
L778123,ABT-888,A427,13.130361541,1
METFORMIN,MK-4827,A2058,10.7040637514,1
MRK-003,ETOPOSIDE,A427,-5.556151473,0
MRK-003,ERLOTINIB,SW620,-2.5623636424,0
DASATINIB,MK-8776,RKO,45.4129122082,1
GELDANAMYCIN,OXALIPLATIN,CAOV3,-6.4192993373,0
L778123,PD325901,MDAMB436,16.3615080093,1
DOXORUBICIN,MK-8776,SKMES1,-15.1597703912,0
BORTEZOMIB,SN-38,NCIH520,-36.0663746365,0
MITOMYCINE,TEMOZOLOMIDE,RKO,-1.7250868846,0
TEMOZOLOMIDE,ERLOTINIB,A427,33.2256381245,1
MRK-003,LAPATINIB,T47D,22.231330316,1
LAPATINIB,MK-2206,HT29,39.47279869075,1
MK-4541,L778123,NCIH2122,12.0087976357,1
GEMCITABINE,MK-2206,SW837,30.6906719573,1
TEMOZOLOMIDE,ABT-888,A2058,41.188121854,1
5-FU,PD325901,DLD1,18.4586259032,1
VINBLASTINE,MK-8776,A427,-22.1502676559,0
DASATINIB,ABT-888,NCIH1650,25.048611509,1
5-FU,BORTEZOMIB,NIHOVCAR3,-9.8950364655,0
MRK-003,VINBLASTINE,UACC62,36.741878065,1
MITOMYCINE,L778123,DLD1,-13.4444167267,0
GELDANAMYCIN,DINACICLIB,NCIH23,-12.4883335803,0
LAPATINIB,MK-5108,NCIH520,-16.9429918792,0
CARBOPLATIN,SORAFENIB,NCIH2122,-13.316542336,0
MITOMYCINE,L778123,NCIH1650,-29.3437307795,0
AZD1775,ERLOTINIB,A427,-0.642974741,0
CARBOPLATIN,TEMOZOLOMIDE,VCAP,-19.6588170218,0
TEMOZOLOMIDE,ERLOTINIB,MDAMB436,-3.4836386754,0
L778123,DASATINIB,NCIH23,-58.2124507441,0
LAPATINIB,ABT-888,NCIH460,-10.785569922,0
SUNITINIB,ERLOTINIB,ZR751,13.4664892404,1
CARBOPLATIN,LAPATINIB,ES2,-2.0719412908,0
TOPOTECAN,MK-8776,MDAMB436,12.0077380808,1
MK-8669,DINACICLIB,DLD1,15.2040275163,1
MITOMYCINE,BEZ-235,SKMEL30,24.9922080262,1
CARBOPLATIN,GELDANAMYCIN,T47D,-71.2063014173,0
DOXORUBICIN,GELDANAMYCIN,MDAMB436,-7.5300984217,0
BORTEZOMIB,DINACICLIB,KPL1,-3.1556602548,0
DOXORUBICIN,LAPATINIB,LOVO,27.3648493232,1
MK-4827,MK-2206,NCIH1650,14.4540772704,1
MRK-003,MK-8776,RPMI7951,17.1191917662,1
MITOMYCINE,MK-5108,LOVO,-10.260090549,0
BORTEZOMIB,OXALIPLATIN,A2780,-17.1570722554,0
PACLITAXEL,MK-2206,MDAMB436,17.2149167595,1
DEXAMETHASONE,TEMOZOLOMIDE,HT29,-9.8846855194,0
BORTEZOMIB,GELDANAMYCIN,ZR751,-65.7598137284,0
ERLOTINIB,BORTEZOMIB,VCAP,12.8489707846,1
ZOLINZA,MK-4827,LOVO,-3.6408070192,0
CYCLOPHOSPHAMIDE,ERLOTINIB,UWB1289,19.9555164607,1
BORTEZOMIB,GELDANAMYCIN,NCIH23,-41.0843033538,0
5-FU,SORAFENIB,KPL1,-5.0462835752,0
DASATINIB,MK-8776,A2780,69.6948466231,1
CARBOPLATIN,BORTEZOMIB,ZR751,30.4483020957,1
VINORELBINE,DASATINIB,OV90,53.7324218663,1
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,UACC62,17.7526865598,1
AZD1775,LAPATINIB,NCIH1650,11.3236305138,1
AZD1775,ERLOTINIB,UACC62,19.6340663344,1
MK-4541,DINACICLIB,HCT116,-3.6225839236,0
MK-4541,ETOPOSIDE,CAOV3,118.3452353654,1
MK-4541,CYCLOPHOSPHAMIDE,VCAP,26.572475289,1
METHOTREXATE,SUNITINIB,NCIH1650,-6.0371054681,0
MITOMYCINE,BEZ-235,SKMES1,15.1887570569,1
METFORMIN,PD325901,RKO,-11.4270221008,0
L778123,MK-8776,ES2,18.6435924632,1
MRK-003,MK-8669,OV90,24.790558126,1
MK-4541,SN-38,SW837,-19.4524007283,0
VINORELBINE,MK-4827,ES2,-11.9130918832,0
BORTEZOMIB,TOPOTECAN,UACC62,-1.4980088864,0
BORTEZOMIB,SN-38,NCIH1650,-17.3548030831,0
GELDANAMYCIN,MK-8776,UWB1289,-7.2750477743,0
SN-38,SORAFENIB,A375,24.5449316259,1
PACLITAXEL,MK-2206,A427,20.8169675004,1
MK-4827,ABT-888,HT144,-27.3901260827,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2780,-11.2673537498,0
ZOLINZA,SN-38,A375,17.8049533198,1
MRK-003,VINBLASTINE,A2058,36.6426634756,1
DINACICLIB,MK-8776,ZR751,-12.474116602,0
AZD1775,DINACICLIB,A427,-11.3738043423,0
MITOMYCINE,ERLOTINIB,CAOV3,-56.6059049109,0
MITOMYCINE,ERLOTINIB,RPMI7951,-99.1440283477,0
DINACICLIB,MK-8776,RPMI7951,-14.7478427779,0
SORAFENIB,MK-8776,VCAP,-0.4257673632,0
SUNITINIB,ERLOTINIB,NCIH2122,21.3943181686,1
MK-4541,MK-5108,CAOV3,-12.4603851017,0
CYCLOPHOSPHAMIDE,MK-5108,VCAP,10.0552537085,1
DEXAMETHASONE,DASATINIB,T47D,-56.408685099,0
PACLITAXEL,MK-2206,A2780,16.3501611144,1
MK-5108,OXALIPLATIN,PA1,-5.2350354631,0
MK-4541,DINACICLIB,A2780,10.9306320502,1
MRK-003,GELDANAMYCIN,RPMI7951,-13.5878285208,0
TEMOZOLOMIDE,BORTEZOMIB,UWB1289,-10.4071753557,0
MK-5108,MK-8776,NCIH23,10.0364630956,1
ABT-888,MK-8776,ZR751,-32.47762672,0
MRK-003,DOXORUBICIN,ES2,-4.0242208006,0
L778123,TEMOZOLOMIDE,NIHOVCAR3,-9.7993721605,0
5-FU,DASATINIB,DLD1,21.4330908809,1
PACLITAXEL,LAPATINIB,PA1,-2.6425146309,0
METHOTREXATE,MK-5108,DLD1,-2.6004967958,0
LAPATINIB,TOPOTECAN,SW620,14.1004906907,1
MK-5108,BORTEZOMIB,VCAP,-12.7739778193,0
MK-4541,ZOLINZA,SKOV3,29.7124297305,1
MK-4541,MITOMYCINE,A427,-3.4085717153,0
VINBLASTINE,BEZ-235,VCAP,19.2594643765,1
MK-4541,AZD1775,RPMI7951,10.1323546227,1
METHOTREXATE,SUNITINIB,UWB1289,-1.0824534944,0
L778123,TOPOTECAN,UWB1289,11.535343201,1
DOXORUBICIN,MK-2206,SW837,23.6053657009,1
CYCLOPHOSPHAMIDE,MK-8776,NIHOVCAR3,-0.6836548586,0
TEMOZOLOMIDE,AZD1775,UWB1289,105.5375668004,1
METHOTREXATE,PD325901,ES2,-11.4172207861,0
5-FU,DASATINIB,T47D,18.8656014132,1
DASATINIB,BEZ-235,OV90,46.7993247883,1
MK-4827,MK-8776,A2780,21.6306946436,1
AZD1775,MK-2206,NIHOVCAR3,12.4406899748,1
OXALIPLATIN,DINACICLIB,NCIH460,-19.0981554622,0
L778123,DASATINIB,DLD1,15.1499779817,1
AZD1775,LAPATINIB,A375,21.2157935957,1
MK-8669,BEZ-235,NCIH1650,80.7032851466,1
AZD1775,MK-5108,SKOV3,23.4218522218,1
VINBLASTINE,ERLOTINIB,SW620,59.5620645155,1
CYCLOPHOSPHAMIDE,LAPATINIB,UACC62,-16.4207275123,0
BORTEZOMIB,MK-8776,SKOV3,-16.1694483845,0
5-FU,TEMOZOLOMIDE,NCIH460,-23.4110538092,0
DEXAMETHASONE,BORTEZOMIB,SW620,13.0324241434,1
DASATINIB,GELDANAMYCIN,UWB1289,-11.9169822826,0
L778123,TOPOTECAN,SKMES1,26.1981847076,1
L778123,GELDANAMYCIN,RKO,30.5070457116,1
L778123,GEMCITABINE,NCIH2122,-1.596155099,0
GEMCITABINE,MK-8669,KPL1,25.3953153536,1
LAPATINIB,TOPOTECAN,HCT116,-7.2256503887,0
MITOMYCINE,MK-5108,HT144,-19.4382195557,0
GEMCITABINE,GELDANAMYCIN,ZR751,-5.9525875923,0
DEXAMETHASONE,MK-2206,SKMES1,40.8180673964,1
CARBOPLATIN,SORAFENIB,NCIH460,-16.7677628117,0
MRK-003,METFORMIN,HT144,10.7796910102,1
VINBLASTINE,SUNITINIB,RPMI7951,-18.0288351506,0
MK-4541,TEMOZOLOMIDE,CAOV3,-76.2459224097,0
SORAFENIB,MK-8776,ZR751,-20.8209876926,0
MK-2206,PD325901,DLD1,36.7290452266,1
ERLOTINIB,MK-8669,NCIH1650,18.0031373146,1
MRK-003,TOPOTECAN,MDAMB436,14.5567479779,1
L778123,MK-5108,A375,27.4851891924,1
DEXAMETHASONE,GELDANAMYCIN,SW620,-8.0924565498,0
DASATINIB,TOPOTECAN,UACC62,-13.9653221727,0
ZOLINZA,SUNITINIB,ZR751,-10.4754523706,0
CARBOPLATIN,BORTEZOMIB,HCT116,22.6675047314,1
GEMCITABINE,SORAFENIB,A2058,-15.0148790625,0
5-FU,MK-4827,A375,-2.1913568907,0
OXALIPLATIN,SORAFENIB,RPMI7951,-23.8559024812,0
MK-4827,ABT-888,LOVO,-10.491603174,0
DOXORUBICIN,AZD1775,T47D,19.3854067831,1
MK-4541,MK-8669,MDAMB436,-6.7343983806,0
TEMOZOLOMIDE,MK-8669,A2780,38.2407194992,1
GEMCITABINE,BORTEZOMIB,LOVO,-3.696604128,0
MK-4541,METHOTREXATE,LOVO,-29.0773243241,0
5-FU,AZD1775,LOVO,-4.0015073281,0
CARBOPLATIN,ERLOTINIB,A375,11.1219098079,1
MK-4827,TOPOTECAN,NIHOVCAR3,-21.4269635018,0
MK-4827,MK-2206,OV90,10.0556019051,1
VINBLASTINE,TEMOZOLOMIDE,NIHOVCAR3,-67.0260311079,0
GELDANAMYCIN,MK-8776,NCIH1650,-0.8802165314,0
MITOMYCINE,MK-2206,T47D,14.8490729497,1
MRK-003,TEMOZOLOMIDE,OV90,-1.6096297367,0
METFORMIN,DINACICLIB,NCIH1650,23.1239875372,1
MK-4541,PD325901,LOVO,-2.2943691071,0
PACLITAXEL,MK-5108,KPL1,-1.2955607984,0
MRK-003,BEZ-235,ZR751,12.9687051015,1
DINACICLIB,MK-8776,LOVO,-7.5087868879,0
SUNITINIB,MK-2206,RPMI7951,10.2812449005,1
DOXORUBICIN,DASATINIB,HT29,24.2714133005,1
MRK-003,MK-2206,NIHOVCAR3,33.8654327427,1
VINORELBINE,ABT-888,ZR751,-18.106333876,0
ABT-888,MK-8669,HT144,-6.7340915687,0
DEXAMETHASONE,GELDANAMYCIN,NCIH23,-9.3781630327,0
MK-4827,DASATINIB,KPL1,15.1249326352,1
LAPATINIB,BEZ-235,NCIH1650,31.9280192255,1
PACLITAXEL,SORAFENIB,KPL1,-1.5230836373,0
DASATINIB,SN-38,T47D,40.4199567779,1
DOXORUBICIN,GELDANAMYCIN,DLD1,-7.3328970196,0
L778123,BORTEZOMIB,SW620,-2.3664079764,0
LAPATINIB,ABT-888,A427,-26.0032378846,0
TEMOZOLOMIDE,ERLOTINIB,PA1,-2.9118247903,0
L778123,GEMCITABINE,LOVO,-0.0948357162,0
L778123,ERLOTINIB,PA1,17.6822124629,1
CARBOPLATIN,DASATINIB,DLD1,-0.1970791766,0
ETOPOSIDE,ZOLINZA,A2780,10.0148295462,1
SN-38,DINACICLIB,NCIH23,-4.5503224106,0
DEXAMETHASONE,SUNITINIB,A375,20.1635710486,1
MK-8669,SORAFENIB,VCAP,18.8339614574,1
TOPOTECAN,MK-8776,NCIH460,-34.5984124504,0
SUNITINIB,SN-38,A375,15.0674254759,1
ABT-888,OXALIPLATIN,HT29,-6.3173057667,0
PD325901,MK-8669,UACC62,31.2049460275,1
L778123,MK-5108,NIHOVCAR3,-9.8699823816,0
MRK-003,METHOTREXATE,KPL1,-10.637557031,0
DASATINIB,BEZ-235,PA1,33.93629876,1
MITOMYCINE,GELDANAMYCIN,LOVO,-0.7621366916,0
MK-4541,METHOTREXATE,A2058,-20.84096181,0
ETOPOSIDE,SUNITINIB,T47D,-26.4462453866,0
CYCLOPHOSPHAMIDE,DASATINIB,A2780,23.2582574239,1
VINORELBINE,BORTEZOMIB,HT29,-42.6882645457,0
DEXAMETHASONE,DINACICLIB,HT29,-2.2179657391,0
L778123,DASATINIB,PA1,39.4422724629,1
VINORELBINE,MK-5108,UACC62,-35.9022165981,0
GEMCITABINE,AZD1775,PA1,-7.382191938,0
VINORELBINE,ZOLINZA,NCIH460,-17.8988746088,0
DEXAMETHASONE,L778123,NCIH2122,-1.3471402636,0
METHOTREXATE,ZOLINZA,SKMES1,-11.2349258717,0
L778123,SN-38,A2058,40.8106020289,1
ETOPOSIDE,BORTEZOMIB,SKOV3,-4.7622131835,0
MRK-003,GEMCITABINE,RKO,-13.2000783619,0
AZD1775,BEZ-235,ZR751,19.3497386782,1
CARBOPLATIN,LAPATINIB,VCAP,14.4805556321,1
DOXORUBICIN,MK-5108,NCIH520,-21.0557049318,0
MITOMYCINE,DASATINIB,NCIH460,20.2512215657,1
VINBLASTINE,AZD1775,UACC62,16.563108355,1
ZOLINZA,GEMCITABINE,MDAMB436,11.2731083353,1
PACLITAXEL,MK-5108,A375,43.6634766124,1
MK-4827,BEZ-235,NCIH520,13.2667361593,1
DEXAMETHASONE,TEMOZOLOMIDE,A427,-7.1723142252,0
L778123,ETOPOSIDE,UWB1289,20.0247317591,1
CARBOPLATIN,MK-8669,RKO,35.5202613127,1
DEXAMETHASONE,MK-5108,VCAP,-7.8127543661,0
METHOTREXATE,TEMOZOLOMIDE,ES2,-12.5925940231,0
MK-4541,L778123,A427,22.9152383921,1
L778123,GELDANAMYCIN,NCIH1650,13.0961344745,1
LAPATINIB,MK-4827,SKMEL30,22.9080246323,1
METHOTREXATE,TEMOZOLOMIDE,LOVO,-4.5722295836,0
METHOTREXATE,PD325901,NIHOVCAR3,-27.6227504101,0
5-FU,SUNITINIB,DLD1,10.9052610933,1
5-FU,L778123,A427,12.3277489383,1
SUNITINIB,BORTEZOMIB,A375,-1.2884828423,0
L778123,ERLOTINIB,HT29,23.6754270771,1
MRK-003,SUNITINIB,UACC62,11.1281951248,1
MITOMYCINE,MK-5108,HCT116,-0.3492838657,0
PACLITAXEL,MK-2206,SW620,18.7974767611,1
DEXAMETHASONE,LAPATINIB,SKMEL30,-4.6104909628,0
GEMCITABINE,LAPATINIB,CAOV3,-1.5494554722,0
MK-4541,MITOMYCINE,DLD1,-9.473183759,0
ETOPOSIDE,PD325901,NCIH520,-5.1176211866,0
MRK-003,LAPATINIB,KPL1,19.0294703259,1
AZD1775,MK-8776,RPMI7951,32.4372577972,1
METFORMIN,GELDANAMYCIN,RKO,-10.9222415117,0
MITOMYCINE,BEZ-235,MDAMB436,32.7009016706,1
MK-4541,SORAFENIB,T47D,16.7199326015,1
TEMOZOLOMIDE,LAPATINIB,NCIH460,-1.9161195024,0
VINORELBINE,SUNITINIB,RKO,-11.6061508245,0
ZOLINZA,LAPATINIB,HT29,15.8702133616,1
MITOMYCINE,SUNITINIB,A2058,-0.3326976913,0
ERLOTINIB,OXALIPLATIN,CAOV3,-19.3377720953,0
LAPATINIB,SN-38,ZR751,36.7486674563,1
MK-4827,TOPOTECAN,SKMEL30,16.8842227729,1
MK-4827,BORTEZOMIB,NCIH460,14.5480177999,1
AZD1775,PD325901,A2780,28.3069989632,1
PD325901,SN-38,NCIH460,10.5283383788,1
ETOPOSIDE,SUNITINIB,PA1,-13.5856146938,0
GEMCITABINE,ABT-888,HT144,-1.4612399049,0
DOXORUBICIN,SUNITINIB,SW837,-3.2562957752,0
CARBOPLATIN,MK-4827,NIHOVCAR3,16.5385326387,1
MK-4541,TOPOTECAN,KPL1,20.5373106064,1
MRK-003,DOXORUBICIN,OV90,-19.9962362855,0
ZOLINZA,SORAFENIB,NIHOVCAR3,-13.1044086526,0
MK-4541,ZOLINZA,A427,-16.5289725077,0
ETOPOSIDE,GELDANAMYCIN,RKO,-0.0900627685,0
MK-4541,MK-2206,SW620,-1.966761065,0
GEMCITABINE,SORAFENIB,VCAP,-12.9885297049,0
SUNITINIB,MK-8669,NCIH2122,31.077788543,1
VINBLASTINE,MK-8776,HT29,-18.8502367428,0
ETOPOSIDE,SORAFENIB,ES2,-7.3829168039,0
MK-4827,TOPOTECAN,SKMES1,50.4167025817,1
LAPATINIB,ABT-888,OV90,-13.1617272068,0
ABT-888,SN-38,A2058,37.1975524441,1
MK-4541,ERLOTINIB,SKMES1,11.6550499922,1
CYCLOPHOSPHAMIDE,MK-8776,UWB1289,-7.8417019499,0
5-FU,ABT-888,A375,-1.1985054379,0
ERLOTINIB,SN-38,A2780,36.9545920118,1
GELDANAMYCIN,DINACICLIB,OV90,-9.0899804034,0
TEMOZOLOMIDE,PD325901,LOVO,-6.7715025831,0
VINBLASTINE,ABT-888,A2058,-6.2603058717,0
PD325901,MK-8776,CAOV3,53.3212226617,1
ABT-888,DINACICLIB,NCIH2122,11.6745397309,1
TEMOZOLOMIDE,ERLOTINIB,RKO,-14.2819913564,0
PD325901,GELDANAMYCIN,SKMES1,18.3055440062,1
MRK-003,PACLITAXEL,UWB1289,-3.6595185074,0
L778123,SUNITINIB,NCIH520,13.9929878758,1
METFORMIN,BEZ-235,A2058,28.1688860793,1
MITOMYCINE,MK-8669,VCAP,30.1171968639,1
MK-5108,MK-4827,A427,19.677904581,1
DEXAMETHASONE,BEZ-235,UWB1289,32.4448470589,1
ZOLINZA,OXALIPLATIN,SKMEL30,-11.6710704586,0
ETOPOSIDE,AZD1775,HT29,15.3758071191,1
MRK-003,5-FU,A2058,12.5716044023,1
GELDANAMYCIN,MK-8776,HT29,-3.5565405067,0
ZOLINZA,MK-2206,NCIH23,-8.4684992005,0
L778123,LAPATINIB,NIHOVCAR3,-10.819882308,0
MITOMYCINE,BEZ-235,CAOV3,-4.8485331029,0
DEXAMETHASONE,MK-8669,T47D,-0.6100116823,0
MRK-003,VINBLASTINE,A375,27.7086667698,1
ERLOTINIB,SN-38,RKO,23.1858688959,1
BORTEZOMIB,TOPOTECAN,HT144,-5.6845280502,0
METHOTREXATE,DASATINIB,PA1,-34.0738911576,0
LAPATINIB,SORAFENIB,NCIH520,16.4042110699,1
ERLOTINIB,OXALIPLATIN,NCIH460,-45.6865838588,0
GELDANAMYCIN,DINACICLIB,ZR751,-19.0745850314,0
ETOPOSIDE,MK-4827,ES2,-1.8981692646,0
ERLOTINIB,OXALIPLATIN,A427,-20.6916613521,0
MK-4827,MK-2206,T47D,11.8266229513,1
GEMCITABINE,SORAFENIB,ES2,-5.7833371094,0
L778123,VINORELBINE,A375,18.8876269018,1
L778123,AZD1775,DLD1,11.66519628,1
AZD1775,MK-5108,HCT116,11.0015617068,1
MK-4827,GELDANAMYCIN,SKOV3,-6.6422677955,0
MK-5108,PD325901,SW837,17.0989301265,1
MK-4541,MK-4827,NCIH2122,14.0458910301,1
BEZ-235,SN-38,RPMI7951,16.7051794416,1
PD325901,TOPOTECAN,A375,-25.9669107875,0
MITOMYCINE,BORTEZOMIB,ES2,-23.3521647306,0
DOXORUBICIN,BORTEZOMIB,NCIH23,-12.7654293954,0
MK-5108,ABT-888,SW837,-5.5377685426,0
CYCLOPHOSPHAMIDE,DASATINIB,LOVO,20.8408243315,1
METHOTREXATE,SUNITINIB,KPL1,-12.6092588663,0
SUNITINIB,ERLOTINIB,A375,18.5022952055,1
MK-2206,MK-8776,CAOV3,51.2439738646,1
MK-2206,DASATINIB,LOVO,58.9528983952,1
DOXORUBICIN,AZD1775,A427,-1.0115159949,0
MITOMYCINE,L778123,PA1,-27.1727140087,0
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,RKO,17.5033328953,1
SORAFENIB,DINACICLIB,T47D,-4.4221044095,0
OXALIPLATIN,MK-8776,DLD1,-1.7165119031,0
TEMOZOLOMIDE,MK-8669,SW837,-15.1975596417,0
BEZ-235,SN-38,DLD1,23.6958536107,1
DASATINIB,BEZ-235,SKOV3,40.898123867,1
LAPATINIB,MK-4827,RPMI7951,11.3662640515,1
LAPATINIB,ABT-888,A2780,10.6131484107,1
VINBLASTINE,BEZ-235,T47D,54.5042525863,1
AZD1775,ERLOTINIB,SKOV3,16.1911336226,1
MRK-003,METHOTREXATE,SKMEL30,-27.7142507489,0
MK-4827,MK-2206,NCIH520,19.8477999336,1
LAPATINIB,MK-2206,HCT116,19.87281862465,1
MRK-003,LAPATINIB,CAOV3,23.5578785305,1
MK-2206,BORTEZOMIB,MDAMB436,-16.3703462214,0
AZD1775,OXALIPLATIN,SKMEL30,-4.5005135748,0
ERLOTINIB,BORTEZOMIB,NCIH2122,-3.4257373886,0
BORTEZOMIB,TOPOTECAN,HT29,-18.1815799205,0
CARBOPLATIN,ZOLINZA,A2780,13.2429249257,1
PACLITAXEL,DASATINIB,NIHOVCAR3,40.323152538,1
L778123,ETOPOSIDE,NCIH460,11.9887800653,1
DEXAMETHASONE,LAPATINIB,A427,-10.154452481,0
METHOTREXATE,ABT-888,OV90,-5.9545659277,0
MK-4541,DINACICLIB,RPMI7951,-4.0220463159,0
5-FU,ZOLINZA,SW620,-17.2280051562,0
MRK-003,SN-38,UWB1289,-8.8071691971,0
TEMOZOLOMIDE,BEZ-235,VCAP,11.79106386,1
TEMOZOLOMIDE,DASATINIB,KPL1,-15.5501834148,0
PD325901,MK-8669,HT29,31.4307013894,1
DINACICLIB,MK-8776,A375,30.1289400935,1
ABT-888,MK-8669,ES2,-1.2805993886,0
VINORELBINE,AZD1775,PA1,-8.2007347862,0
MRK-003,MK-8776,RKO,-3.8484640776,0
L778123,SUNITINIB,UWB1289,10.5377352537,1
TOPOTECAN,MK-8776,ES2,-6.1864439216,0
MK-4541,ABT-888,RKO,-3.4860790772,0
MK-4541,BEZ-235,LOVO,22.9387249278,1
MRK-003,SORAFENIB,NCIH520,16.280760553,1
VINBLASTINE,BORTEZOMIB,NCIH460,-38.9767172902,0
MK-2206,TOPOTECAN,HT144,24.2254544672,1
METFORMIN,ABT-888,NCIH1650,-7.3947078683,0
L778123,MK-5108,T47D,-9.0126309346,0
MK-4541,CYCLOPHOSPHAMIDE,SW837,-10.2382702849,0
MK-4541,LAPATINIB,OV90,-20.3157388206,0
DOXORUBICIN,PD325901,VCAP,14.0075113962,1
MK-4541,VINBLASTINE,NCIH460,-11.0591356034,0
ERLOTINIB,TOPOTECAN,A2780,24.9731968812,1
L778123,ERLOTINIB,SW837,23.8270671074,1
METHOTREXATE,BORTEZOMIB,ES2,-29.024335165,0
DEXAMETHASONE,DASATINIB,A2058,-0.1787357598,0
MK-5108,MK-2206,SKOV3,20.038641143,1
DEXAMETHASONE,BORTEZOMIB,NCIH2122,13.2349831399,1
MRK-003,PACLITAXEL,NCIH23,13.8780126507,1
TEMOZOLOMIDE,MK-4827,SW620,30.89739470785,1
MITOMYCINE,ERLOTINIB,NCIH2122,-50.558304974,0
CYCLOPHOSPHAMIDE,MK-4827,RPMI7951,-0.0938184857,0
MK-4541,MK-4827,MDAMB436,15.3787700357,1
VINBLASTINE,MK-8669,SKMEL30,30.0798079722,1
GELDANAMYCIN,TOPOTECAN,LOVO,-5.5696319649,0
TEMOZOLOMIDE,GELDANAMYCIN,SKMEL30,23.2577558443,1
DASATINIB,ABT-888,UACC62,10.3564870467,1
MK-8669,BEZ-235,NIHOVCAR3,84.2908657734,1
SUNITINIB,TEMOZOLOMIDE,ZR751,-20.7169210727,0
METFORMIN,MK-4827,A427,-3.7257878831,0
MK-4541,BORTEZOMIB,CAOV3,23.0692687003,1
VINBLASTINE,MK-5108,MDAMB436,19.7383521335,1
PACLITAXEL,BEZ-235,PA1,-7.4802702519,0
DOXORUBICIN,LAPATINIB,MDAMB436,-6.329957799,0
VINORELBINE,ERLOTINIB,UWB1289,14.8780266752,1
METFORMIN,MK-8669,SW837,-1.7905862862,0
METHOTREXATE,DASATINIB,RPMI7951,-24.5255926199,0
MK-4827,MK-8669,KPL1,34.3416055129,1
MK-8669,DINACICLIB,OV90,15.2583402653,1
AZD1775,DASATINIB,RPMI7951,19.840208768,1
MITOMYCINE,LAPATINIB,VCAP,17.8720512626,1
SUNITINIB,ERLOTINIB,LOVO,16.8056764286,1
TEMOZOLOMIDE,MK-8669,SKMEL30,50.2106642933,1
PACLITAXEL,ABT-888,SKMES1,19.4007331691,1
ABT-888,SN-38,NCIH520,12.9290388108,1
DASATINIB,SN-38,A375,29.7739700626,1
SUNITINIB,TOPOTECAN,A2058,-7.8780762106,0
PD325901,SORAFENIB,DLD1,30.2212199979,1
MK-4541,LAPATINIB,A2780,15.1698386058,1
ERLOTINIB,SN-38,UWB1289,12.9444016973,1
MK-4827,BEZ-235,ZR751,13.6162149263,1
CARBOPLATIN,BEZ-235,SW837,27.2121750949,1
VINBLASTINE,MK-4827,DLD1,-3.6750319916,0
L778123,DASATINIB,SW837,22.6847643898,1
SUNITINIB,MK-5108,A375,12.0067195381,1
5-FU,BEZ-235,KPL1,16.462849087,1
VINBLASTINE,GELDANAMYCIN,NIHOVCAR3,-32.5250294941,0
ZOLINZA,GEMCITABINE,SW620,-12.223498392,0
VINORELBINE,ZOLINZA,NIHOVCAR3,-16.2434585726,0
VINORELBINE,MK-8669,A2780,-0.4724994456,0
MITOMYCINE,MK-5108,CAOV3,-17.0256459348,0
PACLITAXEL,ZOLINZA,PA1,-7.2503764506,0
