drug_a_name,drug_b_name,cell_line,synergy,label
ERLOTINIB,BORTEZOMIB,ZR751,13.7066595992,1
BEZ-235,SN-38,MDAMB436,20.6951226634,1
MK-4827,BORTEZOMIB,HT29,-17.709527854,0
PACLITAXEL,GELDANAMYCIN,LOVO,-17.5640023768,0
PD325901,SN-38,KPL1,16.2755908904,1
SUNITINIB,PD325901,SKMEL30,11.7676371757,1
SUNITINIB,LAPATINIB,VCAP,24.3430227016,1
ERLOTINIB,PD325901,NCIH1650,11.7579825457,1
DEXAMETHASONE,MK-2206,RKO,14.7355469049,1
SUNITINIB,MK-8776,A375,29.5082454059,1
MRK-003,MK-2206,RKO,20.1116576782,1
ZOLINZA,PD325901,HT144,-30.7234261421,0
VINBLASTINE,SORAFENIB,ZR751,-4.2222304313,0
METFORMIN,ERLOTINIB,ZR751,11.2021046627,1
MK-8669,DINACICLIB,LOVO,-0.1193821647,0
GEMCITABINE,ABT-888,SW837,-2.3320589661,0
METHOTREXATE,MK-2206,KPL1,-6.6330237438,0
MRK-003,DEXAMETHASONE,T47D,-7.2443045347,0
DOXORUBICIN,L778123,SKMES1,-12.6147148795,0
TEMOZOLOMIDE,BORTEZOMIB,VCAP,-12.5438154963,0
MK-4541,ETOPOSIDE,RKO,21.9602149656,1
SN-38,MK-8776,NCIH520,13.0052763839,1
DASATINIB,BEZ-235,RPMI7951,39.4021229149,1
ETOPOSIDE,LAPATINIB,CAOV3,143.2917905274,1
MK-2206,SORAFENIB,SKOV3,18.1568992691,1
CYCLOPHOSPHAMIDE,ABT-888,T47D,-4.0885971301,0
MK-2206,GELDANAMYCIN,T47D,-5.3615135013,0
ABT-888,BEZ-235,SW837,23.2895991148,1
CARBOPLATIN,DASATINIB,OV90,-1.4086987743,0
ABT-888,OXALIPLATIN,SW837,-9.0448007001,0
PACLITAXEL,ERLOTINIB,SKMES1,36.3564747997,1
ERLOTINIB,MK-8776,ZR751,15.1315128941,1
DOXORUBICIN,GELDANAMYCIN,KPL1,-13.1000376123,0
MK-5108,PD325901,DLD1,13.3990203907,1
VINORELBINE,MK-4827,UACC62,-42.3920505443,0
TEMOZOLOMIDE,MK-8776,UWB1289,-9.8670507352,0
BORTEZOMIB,GELDANAMYCIN,T47D,-54.2510565254,0
TEMOZOLOMIDE,MK-5108,OV90,-2.1350517563,0
MK-4541,SUNITINIB,A375,12.680818097,1
MK-2206,MK-8669,NCIH23,22.9203281676,1
TEMOZOLOMIDE,MK-4827,PA1,91.32209580775,1
TEMOZOLOMIDE,DASATINIB,RPMI7951,30.9006476636,1
AZD1775,OXALIPLATIN,NCIH520,-10.1047601845,0
MRK-003,SN-38,LOVO,-4.4597807179,0
ERLOTINIB,SORAFENIB,NCIH520,17.2659129652,1
TOPOTECAN,MK-8776,HT144,28.5000846359,1
DOXORUBICIN,AZD1775,NIHOVCAR3,33.9244589031,1
CARBOPLATIN,BORTEZOMIB,RKO,23.9307145551,1
ETOPOSIDE,BORTEZOMIB,SKOV3,-4.7622131835,0
DEXAMETHASONE,BEZ-235,SKOV3,15.7922015419,1
DEXAMETHASONE,TEMOZOLOMIDE,NIHOVCAR3,-30.0864435451,0
DOXORUBICIN,ZOLINZA,T47D,22.8466516903,1
MITOMYCINE,MK-5108,PA1,-0.3552238629,0
L778123,TEMOZOLOMIDE,A2780,10.9268913546,1
VINORELBINE,MK-2206,DLD1,25.1573489383,1
CYCLOPHOSPHAMIDE,AZD1775,OV90,-2.7609610695,0
AZD1775,BEZ-235,NCIH2122,-2.4535868551,0
PACLITAXEL,ZOLINZA,PA1,-7.2503764506,0
METHOTREXATE,MK-8776,UACC62,-1.5551010682,0
MRK-003,PACLITAXEL,A2780,15.5227837071,1
DEXAMETHASONE,MK-4827,SKOV3,15.4482394245,1
METHOTREXATE,ZOLINZA,UWB1289,-20.476941663,0
GELDANAMYCIN,MK-8776,NCIH23,-11.0168076515,0
VINORELBINE,TEMOZOLOMIDE,HCT116,-35.5239906623,0
CARBOPLATIN,DINACICLIB,LOVO,-2.0448191594,0
METFORMIN,PD325901,HT144,-3.810899035,0
METHOTREXATE,AZD1775,A2780,-3.6485199962,0
VINORELBINE,ZOLINZA,SKMEL30,-17.3284825402,0
DOXORUBICIN,LAPATINIB,RKO,12.9429961502,1
AZD1775,MK-8669,NCIH520,14.5187707056,1
MRK-003,SN-38,A375,22.6872598491,1
VINBLASTINE,MK-5108,SKMES1,10.0147922791,1
MK-5108,TOPOTECAN,NCIH460,-11.4258172511,0
L778123,SORAFENIB,MDAMB436,-10.2236752026,0
MITOMYCINE,PD325901,RPMI7951,-0.610283267,0
CARBOPLATIN,MK-2206,NCIH520,-5.3468903297,0
AZD1775,MK-8669,OV90,14.0144968889,1
L778123,MK-5108,ZR751,-10.6494526421,0
ERLOTINIB,OXALIPLATIN,KPL1,-1.9437639829,0
MK-4541,VINBLASTINE,A427,-35.0045048567,0
DOXORUBICIN,PD325901,T47D,11.7590326621,1
VINORELBINE,BEZ-235,PA1,-9.6051360844,0
CARBOPLATIN,SORAFENIB,DLD1,-4.540249474,0
CARBOPLATIN,SORAFENIB,NCIH23,-25.7855380936,0
GELDANAMYCIN,MK-8776,NCIH2122,-17.7277373525,0
ZOLINZA,BORTEZOMIB,RPMI7951,-1.1887349997,0
CYCLOPHOSPHAMIDE,MK-8776,SKOV3,13.7160644977,1
METFORMIN,BORTEZOMIB,ZR751,-21.0443271623,0
CYCLOPHOSPHAMIDE,SORAFENIB,KPL1,-0.7713533705,0
MK-5108,MK-8669,ZR751,19.872391724,1
ZOLINZA,SORAFENIB,NCIH23,-13.9234373117,0
METHOTREXATE,MK-8776,A375,21.7182985861,1
GELDANAMYCIN,SN-38,CAOV3,10.4136915236,1
CYCLOPHOSPHAMIDE,MK-4827,HT144,-0.3991388952,0
CYCLOPHOSPHAMIDE,ERLOTINIB,ES2,-4.6644878297,0
5-FU,MK-5108,CAOV3,-13.041340691,0
METFORMIN,SORAFENIB,ZR751,-18.5040342079,0
METFORMIN,BEZ-235,HT144,13.9856760398,1
5-FU,ZOLINZA,SW620,-17.2280051562,0
VINORELBINE,GELDANAMYCIN,NIHOVCAR3,-39.9459429687,0
BORTEZOMIB,SN-38,CAOV3,-36.2108951928,0
TOPOTECAN,BEZ-235,UACC62,24.4131005312,1
CARBOPLATIN,MK-2206,A2780,11.7119912251,1
ABT-888,BEZ-235,HCT116,18.262930719,1
MK-2206,OXALIPLATIN,ZR751,-9.7708734302,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH520,-17.7192475724,0
METFORMIN,DASATINIB,ZR751,-11.3491027771,0
AZD1775,PD325901,UWB1289,98.8786042458,1
5-FU,MK-8669,NCIH23,21.7378102867,1
MK-5108,BORTEZOMIB,LOVO,-5.1240670052,0
L778123,MK-8669,SKOV3,48.4429979649,1
MK-4827,SORAFENIB,SKMES1,13.183169389,1
LAPATINIB,MK-2206,VCAP,14.1494113076,1
PACLITAXEL,MK-4827,OV90,-19.2553886472,0
MK-4827,SN-38,A2780,31.2360509748,1
ZOLINZA,MK-2206,SKOV3,36.2165942928,1
PD325901,BEZ-235,NCIH520,30.6040884205,1
MRK-003,SUNITINIB,SKMEL30,17.3232419749,1
SUNITINIB,ERLOTINIB,NCIH520,14.9878445357,1
SORAFENIB,DINACICLIB,UACC62,-6.3217334355,0
DEXAMETHASONE,TEMOZOLOMIDE,DLD1,-5.8566899566,0
MK-4541,BEZ-235,SW620,16.2541725504,1
PACLITAXEL,BORTEZOMIB,CAOV3,-22.4020606426,0
L778123,OXALIPLATIN,A2780,-1.6174638635,0
VINBLASTINE,SUNITINIB,PA1,-9.9060289637,0
BEZ-235,MK-8776,NIHOVCAR3,12.1320732305,1
MK-4541,LAPATINIB,NIHOVCAR3,12.4542112564,1
CARBOPLATIN,DINACICLIB,NCIH460,-6.2593018487,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,SKOV3,-2.6623226544,0
MK-2206,BEZ-235,NCIH520,22.7496174904,1
MK-2206,MK-8669,RKO,40.7752173694,1
METFORMIN,PD325901,UWB1289,13.9334323872,1
MK-5108,DASATINIB,HCT116,20.9729414511,1
PACLITAXEL,MK-8669,LOVO,30.128785378,1
MK-8669,TOPOTECAN,UACC62,17.8831922115,1
CARBOPLATIN,BORTEZOMIB,NIHOVCAR3,-19.5307348768,0
MK-4541,MK-4827,A427,-8.6358315752,0
CYCLOPHOSPHAMIDE,MK-8669,A375,17.9412143209,1
VINBLASTINE,MK-4827,MDAMB436,-1.8277236632,0
L778123,BORTEZOMIB,SKMEL30,-3.7566609508,0
MK-4541,ZOLINZA,KPL1,14.051123848,1
MRK-003,CARBOPLATIN,NCIH23,-4.1106002804,0
CARBOPLATIN,SUNITINIB,VCAP,19.1909693563,1
L778123,MK-8776,ES2,18.6435924632,1
MK-4541,DINACICLIB,HT144,-5.6854596338,0
TEMOZOLOMIDE,GELDANAMYCIN,HT29,-9.803305819,0
DOXORUBICIN,BORTEZOMIB,UACC62,-13.9593589701,0
ETOPOSIDE,TEMOZOLOMIDE,UACC62,12.5993478814,1
PACLITAXEL,MK-5108,SKMEL30,34.2307276516,1
ERLOTINIB,PD325901,UWB1289,25.1746473361,1
LAPATINIB,ABT-888,NCIH2122,-4.8847177606,0
MRK-003,TOPOTECAN,MDAMB436,14.5567479779,1
LAPATINIB,MK-2206,NCIH23,-4.96655029045,0
ZOLINZA,ERLOTINIB,UWB1289,17.409990409,1
DEXAMETHASONE,AZD1775,SKOV3,29.891064586,1
DEXAMETHASONE,PD325901,KPL1,-0.7816368709,0
PACLITAXEL,MK-2206,CAOV3,13.5322582969,1
TEMOZOLOMIDE,BORTEZOMIB,KPL1,-26.2703161841,0
MK-4541,PACLITAXEL,KPL1,10.0730588333,1
PD325901,DASATINIB,NIHOVCAR3,77.821848108,1
ERLOTINIB,MK-8669,UWB1289,40.6698258454,1
MRK-003,ABT-888,MDAMB436,-2.4216515141,0
TEMOZOLOMIDE,ABT-888,MDAMB436,42.3109965727,1
MK-8669,SN-38,SKOV3,21.1086380133,1
AZD1775,GELDANAMYCIN,LOVO,-9.6047771346,0
ZOLINZA,MK-8776,LOVO,10.7933732438,1
TEMOZOLOMIDE,MK-4827,MDAMB436,51.0693844723,1
METHOTREXATE,BEZ-235,NCIH460,-30.6831327123,0
MK-8669,TOPOTECAN,MDAMB436,19.1832794341,1
MRK-003,5-FU,UWB1289,-10.5857643962,0
METHOTREXATE,PD325901,SKOV3,-0.22911954,0
MRK-003,METFORMIN,ES2,-2.6511236954,0
AZD1775,MK-8776,SKMEL30,64.5171171633,1
METFORMIN,MK-2206,NCIH460,-12.9086397773,0
VINORELBINE,AZD1775,MDAMB436,-0.8931716097,0
MK-4541,ETOPOSIDE,SKMEL30,21.8701080842,1
L778123,PD325901,CAOV3,51.2902493071,1
VINBLASTINE,DASATINIB,UWB1289,-12.6221529891,0
TOPOTECAN,SORAFENIB,A2058,-1.5648727828,0
CARBOPLATIN,L778123,UWB1289,13.5301115726,1
TEMOZOLOMIDE,MK-8669,A427,38.8998530334,1
ERLOTINIB,SN-38,ES2,19.7322431719,1
LAPATINIB,MK-5108,ES2,14.5036069445,1
MITOMYCINE,ERLOTINIB,MDAMB436,-37.1334825466,0
L778123,GELDANAMYCIN,ZR751,-2.2887839995,0
MRK-003,SORAFENIB,A375,17.8176119449,1
MK-2206,MK-8669,NCIH460,29.8405709541,1
L778123,ERLOTINIB,NCIH520,14.0909160225,1
CARBOPLATIN,GELDANAMYCIN,SW620,-24.4347609081,0
SORAFENIB,MK-8776,NCIH1650,10.3317476159,1
ZOLINZA,BORTEZOMIB,ZR751,17.920580362,1
MITOMYCINE,SUNITINIB,SKOV3,-1.5770945482,0
MK-2206,SORAFENIB,DLD1,26.7702748266,1
ERLOTINIB,MK-8776,A2780,29.2128126164,1
L778123,ABT-888,T47D,-17.3065098543,0
MK-5108,TOPOTECAN,NCIH2122,-12.8758393999,0
METHOTREXATE,AZD1775,NCIH460,-11.0422670832,0
MK-5108,GELDANAMYCIN,SW620,-0.8576635619,0
AZD1775,MK-2206,CAOV3,23.9412647057,1
SORAFENIB,DINACICLIB,SW837,-10.3232793416,0
DEXAMETHASONE,LAPATINIB,UACC62,-6.6124257333,0
MK-4541,MITOMYCINE,SW620,12.2882714943,1
MK-4541,TEMOZOLOMIDE,A2780,-9.2045049496,0
SUNITINIB,OXALIPLATIN,SW837,-9.7891464256,0
MRK-003,DINACICLIB,A427,-8.2286895168,0
MK-8669,SN-38,ES2,10.7792923315,1
LAPATINIB,MK-4827,VCAP,25.0163853823,1
MK-4541,METFORMIN,HCT116,-6.3907491832,0
MK-5108,MK-8669,OV90,13.3631628967,1
AZD1775,GELDANAMYCIN,A2780,-3.1198841469,0
MRK-003,BEZ-235,NCIH2122,25.7838340928,1
DEXAMETHASONE,AZD1775,VCAP,-7.3262791945,0
L778123,BORTEZOMIB,NCIH520,-17.4251333706,0
METFORMIN,MK-2206,A2780,10.3143044915,1
MRK-003,METHOTREXATE,NCIH1650,-2.1913617268,0
GELDANAMYCIN,MK-8776,HT29,-3.5565405067,0
DOXORUBICIN,GELDANAMYCIN,SKMES1,-10.2091468894,0
AZD1775,BEZ-235,NCIH460,38.2132515673,1
TEMOZOLOMIDE,PD325901,UACC62,-10.3781796805,0
ETOPOSIDE,MK-8669,RKO,34.523487298,1
VINORELBINE,GELDANAMYCIN,NCIH460,-10.5022231114,0
LAPATINIB,MK-4827,LOVO,31.1115809705,1
PACLITAXEL,ABT-888,UWB1289,-14.8009161262,0
VINORELBINE,GELDANAMYCIN,UACC62,-5.1214428037,0
MK-5108,TOPOTECAN,NCIH23,16.5935333667,1
MK-8669,BEZ-235,A375,69.9183504631,1
VINBLASTINE,MK-4827,A2058,-13.3879235048,0
MK-8669,SORAFENIB,UACC62,13.6813003541,1
METHOTREXATE,MK-8669,KPL1,-1.1997213118,0
TEMOZOLOMIDE,BEZ-235,MDAMB436,23.5143479535,1
GEMCITABINE,MK-5108,ZR751,-3.1024825656,0
PACLITAXEL,BORTEZOMIB,SKMEL30,-3.4291180541,0
MK-4541,TOPOTECAN,HT144,-4.367384902,0
ZOLINZA,PD325901,A375,-33.4269214584,0
METFORMIN,ERLOTINIB,SW620,-7.5550640795,0
MK-4541,DINACICLIB,UWB1289,-5.2903662331,0
BORTEZOMIB,SN-38,RPMI7951,-14.9578214914,0
MK-8669,TOPOTECAN,UWB1289,-2.5199839055,0
VINBLASTINE,ERLOTINIB,HCT116,71.5088105236,1
BORTEZOMIB,MK-8669,HT29,-16.9023312213,0
5-FU,AZD1775,A2780,11.2772729471,1
METFORMIN,AZD1775,LOVO,-0.8054925216,0
MK-2206,SN-38,CAOV3,42.7806750717,1
VINBLASTINE,MK-5108,NCIH2122,-7.5078880015,0
MITOMYCINE,LAPATINIB,SKMEL30,-2.2508324054,0
BORTEZOMIB,ABT-888,HT29,-15.4217102694,0
METHOTREXATE,LAPATINIB,A2058,-15.231828394,0
MK-4541,TEMOZOLOMIDE,A375,-8.7906431187,0
ABT-888,MK-8776,A2058,15.4587203955,1
ETOPOSIDE,MK-2206,NCIH1650,35.0205476339,1
CYCLOPHOSPHAMIDE,MK-2206,SKMEL30,13.7493343563,1
DEXAMETHASONE,DASATINIB,LOVO,61.0139992683,1
AZD1775,DASATINIB,RPMI7951,19.840208768,1
MK-2206,MK-8669,A2780,38.2523560817,1
CARBOPLATIN,ABT-888,NCIH1650,-2.5271519643,0
METHOTREXATE,MK-5108,NIHOVCAR3,-36.0265634284,0
GEMCITABINE,PD325901,OV90,26.7345710583,1
CYCLOPHOSPHAMIDE,MK-2206,DLD1,14.8618382052,1
CARBOPLATIN,TEMOZOLOMIDE,NCIH460,-33.1682341073,0
BEZ-235,DINACICLIB,KPL1,11.7214217614,1
MK-2206,ERLOTINIB,NIHOVCAR3,44.7558263078,1
5-FU,BORTEZOMIB,A427,-7.8767081501,0
ERLOTINIB,GELDANAMYCIN,A427,-3.7595995483,0
MITOMYCINE,L778123,PA1,-27.1727140087,0
DEXAMETHASONE,MK-2206,T47D,-10.0545242407,0
LAPATINIB,GELDANAMYCIN,NCIH23,-2.922766874,0
MRK-003,DEXAMETHASONE,ES2,-19.7249645739,0
ETOPOSIDE,MK-2206,LOVO,36.553882975,1
VINBLASTINE,PD325901,RPMI7951,-9.156636772,0
ETOPOSIDE,TEMOZOLOMIDE,NCIH1650,-10.2345514731,0
MK-2206,ERLOTINIB,T47D,-3.9581762994,0
DOXORUBICIN,MK-8776,ES2,22.0386868476,1
MK-8669,TOPOTECAN,HT29,23.9505557499,1
METFORMIN,SUNITINIB,HT144,-0.3234606265,0
ABT-888,OXALIPLATIN,NCIH460,-20.3665605653,0
VINORELBINE,MK-5108,HCT116,-10.2746479507,0
MK-8669,SORAFENIB,A2058,16.3623864142,1
MITOMYCINE,PD325901,SW620,15.0953532726,1
L778123,BEZ-235,A375,49.1167773428,1
ETOPOSIDE,ERLOTINIB,PA1,-14.7490691366,0
METHOTREXATE,BORTEZOMIB,RPMI7951,-13.8718158865,0
L778123,TOPOTECAN,NCIH23,15.458404014,1
VINORELBINE,BORTEZOMIB,ZR751,-36.7444552597,0
MK-4827,MK-2206,UWB1289,26.7958551764,1
MRK-003,ZOLINZA,NCIH23,-5.4543937795,0
MITOMYCINE,MK-2206,NIHOVCAR3,10.4939543222,1
DEXAMETHASONE,BEZ-235,SKMES1,42.8999102899,1
DASATINIB,BEZ-235,NCIH460,80.6956692166,1
MRK-003,VINORELBINE,ZR751,-15.2686725212,0
MITOMYCINE,L778123,NCIH460,-38.1213453914,0
MRK-003,VINORELBINE,ES2,18.9588446811,1
ETOPOSIDE,MK-5108,NCIH2122,-6.8762382048,0
TEMOZOLOMIDE,PD325901,SKMES1,-15.0643759654,0
MK-5108,BORTEZOMIB,PA1,-11.0674741234,0
MK-4827,BORTEZOMIB,NIHOVCAR3,12.6320528333,1
CYCLOPHOSPHAMIDE,PD325901,VCAP,10.4258820482,1
DASATINIB,GELDANAMYCIN,A375,47.0725127553,1
VINORELBINE,MK-4827,NCIH1650,-5.2707469472,0
DEXAMETHASONE,MK-8669,ES2,-18.1239885944,0
DASATINIB,TOPOTECAN,A427,57.6444936961,1
VINORELBINE,DINACICLIB,SW620,-1.81497949,0
CYCLOPHOSPHAMIDE,MK-2206,A2058,10.1727056614,1
BORTEZOMIB,MK-8669,SKOV3,-2.4196845654,0
MK-4541,DOXORUBICIN,T47D,21.6648382465,1
DOXORUBICIN,TEMOZOLOMIDE,CAOV3,-0.8811783296,0
VINBLASTINE,ABT-888,OV90,-19.1559455691,0
DEXAMETHASONE,MK-5108,NCIH460,-10.3830396289,0
LAPATINIB,OXALIPLATIN,CAOV3,-28.639871801,0
MK-4541,VINORELBINE,UWB1289,-9.578621425,0
MK-2206,TOPOTECAN,HCT116,32.5750322055,1
PD325901,ABT-888,OV90,-8.0566927919,0
AZD1775,OXALIPLATIN,RKO,-12.1339484118,0
ERLOTINIB,ABT-888,SW620,-11.6446806576,0
GEMCITABINE,BORTEZOMIB,A2058,-3.1185354264,0
BORTEZOMIB,TOPOTECAN,HT144,-5.6845280502,0
SUNITINIB,BORTEZOMIB,SKMES1,-14.8666115561,0
METHOTREXATE,TEMOZOLOMIDE,SW620,-25.2542733842,0
DEXAMETHASONE,MK-2206,A375,13.2556009735,1
TEMOZOLOMIDE,MK-2206,SW620,13.5429697393,1
MK-8669,SORAFENIB,NCIH1650,22.1596425273,1
METHOTREXATE,MK-2206,ZR751,-15.8461456109,0
TOPOTECAN,BEZ-235,NCIH1650,21.3655739883,1
ZOLINZA,DINACICLIB,VCAP,-23.3727688102,0
L778123,ERLOTINIB,DLD1,10.6633849823,1
DASATINIB,MK-8776,CAOV3,34.996293256,1
ETOPOSIDE,PD325901,A375,15.7038305822,1
GEMCITABINE,BORTEZOMIB,NCIH520,-17.7878873701,0
AZD1775,TOPOTECAN,NCIH460,-17.0696513722,0
VINBLASTINE,LAPATINIB,UACC62,-0.7677466241,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2780,-9.9655370922,0
GEMCITABINE,MK-5108,RKO,-1.6322237611,0
GELDANAMYCIN,MK-8776,T47D,-34.9823524075,0
MK-5108,BORTEZOMIB,ZR751,-28.8017215539,0
MK-4541,PACLITAXEL,ES2,39.929945769,1
L778123,ETOPOSIDE,UACC62,-1.2621620072,0
GELDANAMYCIN,MK-8776,SW837,-184.798390132,0
DEXAMETHASONE,MK-2206,DLD1,17.7100716888,1
PD325901,MK-8776,CAOV3,53.3212226617,1
MK-5108,OXALIPLATIN,OV90,-10.7979527623,0
SUNITINIB,LAPATINIB,HT144,22.6486975332,1
DASATINIB,SN-38,SKMEL30,-11.1153294137,0
MITOMYCINE,SUNITINIB,RPMI7951,-5.6417468756,0
PD325901,BORTEZOMIB,NCIH2122,-3.6377842768,0
VINORELBINE,DINACICLIB,A427,-4.4247991297,0
CARBOPLATIN,ERLOTINIB,ZR751,31.1673383217,1
METFORMIN,LAPATINIB,NCIH23,-8.8344174656,0
AZD1775,DINACICLIB,T47D,-8.9631662327,0
5-FU,MK-5108,SKMEL30,14.8385714465,1
MK-4827,OXALIPLATIN,SW620,13.4001676462,1
MK-4827,MK-8776,T47D,-14.8138128556,0
SN-38,SORAFENIB,HT144,12.0411818377,1
BEZ-235,MK-8776,DLD1,15.4492847974,1
L778123,SUNITINIB,UWB1289,10.5377352537,1
MK-5108,TOPOTECAN,HT144,-2.6037463478,0
MITOMYCINE,SUNITINIB,NCIH520,-3.7504778449,0
BEZ-235,DINACICLIB,HCT116,-7.527744625,0
ERLOTINIB,MK-8776,A427,14.760476211,1
GEMCITABINE,DASATINIB,ES2,22.1615312668,1
METFORMIN,LAPATINIB,NCIH1650,-9.4454994423,0
PACLITAXEL,PD325901,NCIH2122,-242.8087274753,0
BORTEZOMIB,DINACICLIB,LOVO,-16.742895631,0
ZOLINZA,DINACICLIB,A375,-30.0376117606,0
METHOTREXATE,ZOLINZA,MDAMB436,-6.679123546,0
CARBOPLATIN,ZOLINZA,UWB1289,13.4310230024,1
L778123,GELDANAMYCIN,SW837,18.8128180474,1
VINORELBINE,BORTEZOMIB,SKMEL30,-4.4402454886,0
METFORMIN,DINACICLIB,ES2,-7.5952409002,0
ETOPOSIDE,TEMOZOLOMIDE,SKOV3,-5.3683447835,0
ETOPOSIDE,SORAFENIB,CAOV3,40.7684090339,1
SORAFENIB,MK-8776,SKOV3,-5.1224631702,0
DOXORUBICIN,ZOLINZA,UWB1289,23.3074548329,1
METHOTREXATE,MK-8776,UWB1289,-6.6325071731,0
PACLITAXEL,BORTEZOMIB,UACC62,-18.6468268271,0
DOXORUBICIN,BORTEZOMIB,HT144,-11.2431051683,0
L778123,TOPOTECAN,A427,23.6643428671,1
CARBOPLATIN,PD325901,HCT116,-1.1660066558,0
MK-4541,PACLITAXEL,A375,37.2212582579,1
TEMOZOLOMIDE,MK-5108,A2780,-2.5001584241,0
DOXORUBICIN,ZOLINZA,HCT116,-5.2901855003,0
GELDANAMYCIN,TOPOTECAN,NCIH2122,-6.2166536292,0
ZOLINZA,MK-8669,KPL1,40.6233600356,1
DEXAMETHASONE,GELDANAMYCIN,ZR751,-17.5974783792,0
MK-4541,VINORELBINE,NIHOVCAR3,-34.517921513,0
ABT-888,MK-8776,SKMEL30,-2.3211651128,0
MK-4541,GELDANAMYCIN,NCIH460,-2.2835373131,0
LAPATINIB,MK-2206,NCIH2122,51.5695512241,1
LAPATINIB,GELDANAMYCIN,A2780,-3.9124350354,0
METHOTREXATE,PD325901,HT29,-11.8125622145,0
MK-4827,SORAFENIB,CAOV3,-16.7616786742,0
ERLOTINIB,SN-38,SW837,44.0118322228,1
ZOLINZA,OXALIPLATIN,A427,-5.4666951815,0
ZOLINZA,MK-4827,RKO,-2.8555164982,0
MK-2206,SORAFENIB,NCIH23,11.3442950281,1
5-FU,BORTEZOMIB,HCT116,-4.5192694496,0
L778123,MK-4827,UACC62,10.9854373922,1
OXALIPLATIN,DINACICLIB,ZR751,-26.7108731133,0
MK-4541,ETOPOSIDE,SW837,-10.9151914208,0
PACLITAXEL,ZOLINZA,UWB1289,-13.5682959069,0
CARBOPLATIN,L778123,NCIH460,-7.6567998585,0
PD325901,GELDANAMYCIN,A2780,14.3526515098,1
PACLITAXEL,TEMOZOLOMIDE,T47D,-50.6441926105,0
TEMOZOLOMIDE,MK-5108,VCAP,-8.7707714351,0
MRK-003,ERLOTINIB,T47D,19.7161449976,1
MK-4541,SN-38,ZR751,-4.7908686209,0
CARBOPLATIN,ZOLINZA,SKMEL30,-1.2378847438,0
BORTEZOMIB,DINACICLIB,SW837,-33.7829951694,0
DOXORUBICIN,DINACICLIB,HT29,-1.4169642994,0
ZOLINZA,TEMOZOLOMIDE,A427,-9.0670569995,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH460,14.88718391,1
DOXORUBICIN,MK-8776,SKMEL30,37.9554853368,1
LAPATINIB,SORAFENIB,LOVO,-1.2538032083,0
METFORMIN,SORAFENIB,NCIH460,10.0703424389,1
MK-5108,MK-8669,SKMEL30,29.0245604131,1
AZD1775,LAPATINIB,VCAP,10.3632009769,1
ERLOTINIB,ABT-888,T47D,-14.1533114852,0
BEZ-235,MK-8776,VCAP,27.2010914841,1
MK-4541,LAPATINIB,PA1,15.07200593,1
DEXAMETHASONE,MK-4827,RPMI7951,-22.8128765048,0
MK-4541,GEMCITABINE,KPL1,10.978822617,1
CYCLOPHOSPHAMIDE,DASATINIB,A427,17.46960422,1
AZD1775,DASATINIB,ES2,26.520384270900003,1
MK-8669,OXALIPLATIN,A375,-4.2076266906,0
PACLITAXEL,DASATINIB,LOVO,51.9686312599,1
MK-4541,5-FU,SKMEL30,13.8151045927,1
MRK-003,PACLITAXEL,NCIH23,13.8780126507,1
OXALIPLATIN,SORAFENIB,VCAP,-10.3035843442,0
METHOTREXATE,MK-5108,PA1,-29.2206538076,0
5-FU,MK-4827,VCAP,10.9885790618,1
GEMCITABINE,MK-5108,A375,-12.0737533729,0
VINBLASTINE,MK-8669,ZR751,23.2230304779,1
SN-38,DINACICLIB,CAOV3,-15.4235903307,0
VINBLASTINE,DINACICLIB,VCAP,-16.9801610105,0
5-FU,BORTEZOMIB,NCIH520,-24.0675509099,0
CARBOPLATIN,MK-8669,VCAP,37.002913807,1
DOXORUBICIN,BORTEZOMIB,KPL1,-5.2427722517,0
ERLOTINIB,BEZ-235,A375,32.7913822175,1
VINORELBINE,DINACICLIB,A2058,-16.0429611029,0
MK-4541,CYCLOPHOSPHAMIDE,SW837,-10.2382702849,0
SUNITINIB,SN-38,KPL1,19.421536623,1
AZD1775,MK-5108,UACC62,13.3459877909,1
MRK-003,PACLITAXEL,UACC62,21.2064771046,1
MITOMYCINE,PD325901,A2058,31.465224899,1
PACLITAXEL,SORAFENIB,KPL1,-1.5230836373,0
METHOTREXATE,LAPATINIB,UACC62,10.2042823101,1
CARBOPLATIN,GELDANAMYCIN,SW837,-20.8728310263,0
MITOMYCINE,ZOLINZA,HCT116,-8.78139394,0
LAPATINIB,DASATINIB,MDAMB436,12.4148834622,1
GELDANAMYCIN,TOPOTECAN,NIHOVCAR3,18.4479253897,1
L778123,VINORELBINE,MDAMB436,11.9741670696,1
5-FU,ABT-888,SKMEL30,-36.4592295758,0
ETOPOSIDE,DINACICLIB,SKOV3,-30.1891355807,0
TEMOZOLOMIDE,TOPOTECAN,A2780,10.5180477769,1
TEMOZOLOMIDE,TOPOTECAN,NCIH460,-15.6545206516,0
CARBOPLATIN,LAPATINIB,NCIH23,-6.743798977,0
TEMOZOLOMIDE,MK-4827,HT29,57.94629867765,1
ABT-888,SORAFENIB,PA1,15.1216829705,1
