drug_a_name,drug_b_name,cell_line,synergy,label
DEXAMETHASONE,DINACICLIB,A2058,-11.4082575223,0
MK-4827,DASATINIB,HT144,-38.1379147593,0
L778123,ZOLINZA,VCAP,16.2079727129,1
PACLITAXEL,MK-8776,NIHOVCAR3,-11.0493120966,0
DASATINIB,OXALIPLATIN,NCIH1650,22.1633351647,1
DOXORUBICIN,DINACICLIB,NCIH1650,-11.2243421508,0
L778123,BEZ-235,A2058,33.0346592892,1
L778123,VINORELBINE,ES2,-3.1646435701,0
TEMOZOLOMIDE,ERLOTINIB,SKMEL30,17.0800559268,1
L778123,ERLOTINIB,UWB1289,20.2701314945,1
L778123,DASATINIB,A2058,38.9468173946,1
CARBOPLATIN,BORTEZOMIB,VCAP,-10.8132456694,0
ETOPOSIDE,SORAFENIB,PA1,-4.5629738236,0
PD325901,TOPOTECAN,NIHOVCAR3,10.4657128982,1
DEXAMETHASONE,MK-8776,SKMEL30,-1.0397617758,0
MK-8669,SORAFENIB,ZR751,-2.9052253855,0
TOPOTECAN,MK-8776,NCIH460,-34.5984124504,0
SUNITINIB,SN-38,A427,-0.4973874238,0
ABT-888,MK-8776,RKO,-0.0172287476,0
PD325901,MK-8669,A375,22.7964509719,1
L778123,MK-2206,MDAMB436,10.1703776856,1
MRK-003,METHOTREXATE,NCIH23,-9.6684393872,0
CYCLOPHOSPHAMIDE,ZOLINZA,NIHOVCAR3,28.9681130084,1
MITOMYCINE,ERLOTINIB,A375,-24.3225182619,0
MK-4541,METFORMIN,RPMI7951,-23.7863860115,0
ETOPOSIDE,PD325901,NCIH1650,25.4666754351,1
CYCLOPHOSPHAMIDE,BEZ-235,ZR751,16.9662124657,1
VINORELBINE,BORTEZOMIB,CAOV3,-42.792628008,0
DEXAMETHASONE,BORTEZOMIB,A2058,-1.8765546423,0
L778123,BEZ-235,RKO,39.1373658407,1
VINORELBINE,MK-5108,PA1,-28.4480799579,0
GELDANAMYCIN,TOPOTECAN,NIHOVCAR3,18.4479253897,1
VINORELBINE,TEMOZOLOMIDE,SKOV3,-13.2259510593,0
DEXAMETHASONE,ERLOTINIB,LOVO,18.4963780273,1
METHOTREXATE,TEMOZOLOMIDE,A375,-16.0572394313,0
L778123,OXALIPLATIN,MDAMB436,-5.7507656409,0
ETOPOSIDE,AZD1775,NCIH23,-147.6170917566,0
MRK-003,GEMCITABINE,A427,-1.9610672679,0
AZD1775,BEZ-235,NIHOVCAR3,20.612758353,1
CARBOPLATIN,LAPATINIB,T47D,-6.6854401915,0
DOXORUBICIN,MK-2206,VCAP,26.3602869723,1
MITOMYCINE,BEZ-235,SW620,11.4656693057,1
VINBLASTINE,AZD1775,OV90,-16.2832313519,0
ZOLINZA,GEMCITABINE,HCT116,-19.2498314377,0
PACLITAXEL,MK-2206,SW837,31.4679222598,1
MK-4827,BEZ-235,KPL1,17.7599387563,1
DEXAMETHASONE,PD325901,RPMI7951,-10.4149110574,0
L778123,DASATINIB,UWB1289,14.3020320874,1
CARBOPLATIN,MK-8669,KPL1,51.6406703607,1
DEXAMETHASONE,MK-4827,HT144,-9.9041331139,0
METHOTREXATE,SORAFENIB,RKO,-10.9782872055,0
MK-4541,GEMCITABINE,HCT116,-4.3923456738,0
L778123,DINACICLIB,UACC62,10.3156512686,1
LAPATINIB,MK-2206,LOVO,38.31211148615,1
METHOTREXATE,SORAFENIB,SW620,-5.2487862443,0
METHOTREXATE,MK-8669,RKO,-25.072767409,0
5-FU,SORAFENIB,HT29,-3.5516108333,0
5-FU,GELDANAMYCIN,SW620,-2.851271236,0
SUNITINIB,BEZ-235,SKOV3,13.8790095282,1
L778123,BORTEZOMIB,SKMES1,-13.3994066021,0
MRK-003,SORAFENIB,UACC62,13.93803228,1
MITOMYCINE,MK-2206,PA1,18.3202255768,1
PACLITAXEL,LAPATINIB,PA1,-2.6425146309,0
DEXAMETHASONE,GELDANAMYCIN,MDAMB436,11.2242276104,1
GEMCITABINE,DINACICLIB,UWB1289,-12.0598360104,0
MK-4541,METHOTREXATE,UWB1289,-3.3680621475,0
ETOPOSIDE,MK-8669,A375,30.7155989156,1
MRK-003,LAPATINIB,HT29,40.66974990345,1
AZD1775,MK-8776,OV90,32.2526368671,1
METFORMIN,DINACICLIB,UWB1289,-0.6438992495,0
MITOMYCINE,ABT-888,LOVO,18.0238112806,1
MK-4541,SORAFENIB,NCIH520,15.5597392319,1
TEMOZOLOMIDE,LAPATINIB,NCIH1650,-25.7801070759,0
VINORELBINE,SORAFENIB,RPMI7951,-20.7127028174,0
ZOLINZA,LAPATINIB,A427,-48.0314193607,0
MITOMYCINE,SORAFENIB,LOVO,-32.8915920054,0
ERLOTINIB,MK-8776,DLD1,12.7606620289,1
LAPATINIB,PD325901,NCIH520,-2.6668904003,0
MK-4827,TOPOTECAN,SW837,-8.2343018207,0
MK-4827,BORTEZOMIB,NCIH23,-4.9512191816,0
AZD1775,PD325901,CAOV3,21.0033180745,1
PD325901,OXALIPLATIN,KPL1,16.7492641222,1
ETOPOSIDE,PD325901,HCT116,10.0860349574,1
GELDANAMYCIN,SORAFENIB,SW837,-5.2536245699,0
DOXORUBICIN,SORAFENIB,UWB1289,-4.1446990879,0
CARBOPLATIN,MK-4827,NCIH23,-7.4876089229,0
MK-4541,TEMOZOLOMIDE,ZR751,-102.1366253672,0
MRK-003,DOXORUBICIN,KPL1,-7.8722658197,0
ZOLINZA,SN-38,VCAP,29.0466665258,1
MK-4541,VINORELBINE,RPMI7951,-15.3226362964,0
ETOPOSIDE,DINACICLIB,ES2,-9.8230035887,0
MK-4541,MK-2206,T47D,-6.3199553558,0
GEMCITABINE,PD325901,RPMI7951,-3.6238546214,0
SUNITINIB,MK-8669,PA1,29.0313774944,1
VINBLASTINE,MK-8776,DLD1,-0.93306293,0
ETOPOSIDE,MK-8669,SW837,33.800110028,1
MK-4827,TOPOTECAN,T47D,-15.7257951105,0
L778123,VINORELBINE,PA1,-6.174368907,0
ABT-888,OXALIPLATIN,OV90,-27.749135907,0
MK-4541,ERLOTINIB,HCT116,14.2038525286,1
CYCLOPHOSPHAMIDE,MK-8669,RKO,25.5127649593,1
5-FU,ABT-888,A375,-1.1985054379,0
ERLOTINIB,OXALIPLATIN,SW837,-5.11531975,0
ETOPOSIDE,TEMOZOLOMIDE,UWB1289,21.5275379505,1
TEMOZOLOMIDE,PD325901,A375,-0.4775523234,0
VINBLASTINE,ABT-888,A2058,-6.2603058717,0
PD325901,MK-8669,HT29,31.4307013894,1
ABT-888,BEZ-235,SKMES1,19.5913346773,1
TEMOZOLOMIDE,ERLOTINIB,SKMES1,11.3611098702,1
PD325901,DINACICLIB,NIHOVCAR3,11.8391032327,1
MRK-003,PACLITAXEL,A2058,10.8476036262,1
L778123,SN-38,KPL1,-3.3476403471,0
LAPATINIB,TOPOTECAN,T47D,-5.7385398649,0
MITOMYCINE,MK-8669,A2780,20.4161491773,1
MK-5108,MK-4827,SKMEL30,16.651181403,1
DEXAMETHASONE,ABT-888,RKO,-1.0109236506,0
ZOLINZA,OXALIPLATIN,LOVO,-10.0815551655,0
ERLOTINIB,TOPOTECAN,NCIH1650,17.7698006447,1
MRK-003,5-FU,NCIH2122,-11.3017461512,0
ETOPOSIDE,ZOLINZA,UWB1289,27.4415464169,1
ZOLINZA,MK-2206,DLD1,25.0659014392,1
L778123,GELDANAMYCIN,LOVO,10.493891239,1
MITOMYCINE,ABT-888,A375,11.8736730172,1
DEXAMETHASONE,MK-5108,HCT116,-0.2556410147,0
MRK-003,TOPOTECAN,NCIH520,17.3952162265,1
ERLOTINIB,PD325901,HT29,11.0924444582,1
BORTEZOMIB,TOPOTECAN,NCIH2122,-8.7765820691,0
METHOTREXATE,BORTEZOMIB,DLD1,-7.4443640804,0
LAPATINIB,SN-38,A375,26.1897630921,1
ERLOTINIB,MK-8776,VCAP,24.7285879549,1
ETOPOSIDE,ZOLINZA,NIHOVCAR3,10.7924253213,1
ETOPOSIDE,GELDANAMYCIN,NIHOVCAR3,39.0283329689,1
ERLOTINIB,MK-8776,CAOV3,40.4547217235,1
MK-4827,MK-2206,SW620,36.544120005,1
GEMCITABINE,MK-8776,RPMI7951,-0.8428112403,0
L778123,TEMOZOLOMIDE,CAOV3,-9.4975732065,0
GEMCITABINE,SUNITINIB,SW620,-1.3375347532,0
AZD1775,MK-5108,A2058,-9.504263856,0
MK-4827,GELDANAMYCIN,HT29,-1.8344160924,0
MK-5108,SN-38,DLD1,-3.0306845851,0
MK-4541,MK-4827,NCIH23,-0.112574712,0
BEZ-235,SN-38,NCIH460,39.22686474,1
PD325901,SORAFENIB,A427,17.7874611966,1
MITOMYCINE,AZD1775,NCIH2122,-0.0437919078,0
DOXORUBICIN,BEZ-235,LOVO,10.4187705672,1
MK-5108,BEZ-235,A375,18.4178052618,1
CYCLOPHOSPHAMIDE,BORTEZOMIB,KPL1,-15.4053268473,0
METHOTREXATE,PD325901,RPMI7951,-23.6724703393,0
SUNITINIB,ERLOTINIB,A375,18.5022952055,1
MK-2206,MK-8669,DLD1,41.2570367578,1
MK-2206,BORTEZOMIB,NCIH23,-4.2615480931,0
DINACICLIB,MK-8776,NCIH2122,-22.2340375369,0
MITOMYCINE,GELDANAMYCIN,KPL1,16.528786274,1
CYCLOPHOSPHAMIDE,PD325901,ZR751,10.751487333,1
SORAFENIB,DINACICLIB,NCIH520,-5.3096222068,0
OXALIPLATIN,DINACICLIB,T47D,14.061773028,1
TEMOZOLOMIDE,MK-8669,PA1,15.315346289,1
BEZ-235,SN-38,HCT116,17.8369431547,1
CYCLOPHOSPHAMIDE,ZOLINZA,SKMES1,18.4624720859,1
LAPATINIB,MK-2206,KPL1,42.5407763699,1
L778123,VINORELBINE,CAOV3,-7.5246840928,0
VINBLASTINE,BEZ-235,NCIH23,-2.3786676411,0
AZD1775,ERLOTINIB,LOVO,14.1313265841,1
MRK-003,METHOTREXATE,SKOV3,12.2044323069,1
MK-4827,MK-2206,NCIH1650,14.4540772704,1
LAPATINIB,ERLOTINIB,UWB1289,15.8823326119,1
MRK-003,L778123,ZR751,-11.5700837247,0
MK-2206,BEZ-235,OV90,49.5124526347,1
AZD1775,OXALIPLATIN,UACC62,-2.913415953,0
ERLOTINIB,BEZ-235,RKO,12.9369626545,1
BORTEZOMIB,TOPOTECAN,NCIH23,-17.177115561,0
CARBOPLATIN,TEMOZOLOMIDE,NCIH1650,-35.0089196899,0
PACLITAXEL,BORTEZOMIB,RKO,-13.9087760483,0
L778123,DASATINIB,RPMI7951,21.6048808654,1
DEXAMETHASONE,ERLOTINIB,RPMI7951,-32.2826921311,0
METFORMIN,TEMOZOLOMIDE,MDAMB436,-2.0164272382,0
MK-4541,DEXAMETHASONE,NCIH1650,16.7093679016,1
5-FU,ZOLINZA,KPL1,-4.3433848339,0
MRK-003,SN-38,A427,-3.76565118,0
TEMOZOLOMIDE,BEZ-235,SKMES1,45.5747186077,1
TEMOZOLOMIDE,DASATINIB,KPL1,-15.5501834148,0
PD325901,GELDANAMYCIN,HT144,12.1151470357,1
DEXAMETHASONE,TEMOZOLOMIDE,NCIH1650,-24.8257886372,0
ABT-888,GELDANAMYCIN,NCIH460,-2.126961774,0
VINORELBINE,AZD1775,HCT116,-2.020542738,0
MRK-003,MK-8669,UACC62,11.85870274,1
L778123,SN-38,VCAP,19.8297067669,1
TOPOTECAN,MK-8776,HT144,28.5000846359,1
MK-4541,5-FU,NCIH520,-4.0434819651,0
MK-4541,AZD1775,NCIH1650,11.335275337,1
MRK-003,SN-38,NCIH520,-0.6055650742,0
VINBLASTINE,BORTEZOMIB,A375,-10.8968315003,0
MK-2206,SORAFENIB,KPL1,16.7676576486,1
LAPATINIB,SORAFENIB,SKMES1,-2.1883337481,0
L778123,MK-2206,RKO,24.9100841212,1
MK-4541,CARBOPLATIN,RKO,25.8537092122,1
MK-4541,LAPATINIB,A427,-29.1438004506,0
DOXORUBICIN,MK-8776,ES2,22.0386868476,1
MK-4541,VINBLASTINE,MDAMB436,-24.5879841451,0
ERLOTINIB,SN-38,KPL1,20.1667901756,1
L778123,DASATINIB,CAOV3,23.0024886944,1
METHOTREXATE,AZD1775,RPMI7951,-9.0067378,0
DEXAMETHASONE,AZD1775,ZR751,17.6388729774,1
MK-5108,MK-4827,NCIH520,-12.6097467361,0
DEXAMETHASONE,AZD1775,NCIH1650,18.0713683714,1
MRK-003,OXALIPLATIN,PA1,-32.7399191722,0
TEMOZOLOMIDE,MK-4827,NIHOVCAR3,18.5080409068,1
MITOMYCINE,DASATINIB,SW837,55.9267166394,1
CYCLOPHOSPHAMIDE,MK-2206,CAOV3,23.4721324339,1
MK-4541,MK-4827,NCIH2122,14.0458910301,1
VINBLASTINE,MK-8669,PA1,-6.4283222342,0
GELDANAMYCIN,SN-38,RKO,11.6277913929,1
TEMOZOLOMIDE,GELDANAMYCIN,RKO,-32.852126915,0
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,SKMEL30,10.1012234365,1
MK-8669,BEZ-235,SKMEL30,121.0564092255,1
SUNITINIB,TEMOZOLOMIDE,VCAP,18.0689827452,1
METFORMIN,LAPATINIB,LOVO,11.4163436095,1
MK-4541,BEZ-235,HT29,25.0965844265,1
VINBLASTINE,MK-4827,UACC62,-1.6253838079,0
PACLITAXEL,AZD1775,RKO,-2.6322882538,0
DOXORUBICIN,GELDANAMYCIN,SKMES1,-10.2091468894,0
VINORELBINE,ERLOTINIB,RPMI7951,-11.8203378489,0
METFORMIN,MK-4827,ES2,-0.8777138232,0
METHOTREXATE,BORTEZOMIB,HCT116,-22.5307353011,0
MK-4827,MK-8669,A427,33.201222101,1
MK-8669,DINACICLIB,SKMEL30,15.0751194675,1
AZD1775,DASATINIB,KPL1,35.7288661774,1
MITOMYCINE,L778123,RKO,-16.9985860462,0
SUNITINIB,ERLOTINIB,HCT116,11.5583939246,1
TEMOZOLOMIDE,MK-8669,NCIH460,29.4609239286,1
OXALIPLATIN,SORAFENIB,UACC62,-14.1803060117,0
ABT-888,SN-38,A2780,27.4431625577,1
DASATINIB,MK-8776,RPMI7951,17.1689002436,1
SUNITINIB,TEMOZOLOMIDE,ZR751,-20.7169210727,0
PD325901,SN-38,CAOV3,16.0709225415,1
MK-4541,L778123,NCIH2122,12.0087976357,1
ERLOTINIB,PD325901,SW620,-10.3945433027,0
MK-4827,BEZ-235,UWB1289,12.667173819,1
CARBOPLATIN,BEZ-235,PA1,18.0665053629,1
VINBLASTINE,MK-2206,NIHOVCAR3,-9.713491058,0
L778123,BEZ-235,T47D,100.7168771544,1
SUNITINIB,MK-5108,NCIH1650,-1.0162528264,0
5-FU,BEZ-235,KPL1,16.462849087,1
VINBLASTINE,GELDANAMYCIN,CAOV3,-30.6596948873,0
ZOLINZA,GEMCITABINE,SKMES1,-9.4259931339,0
VINORELBINE,TEMOZOLOMIDE,SW837,-3.3760651463,0
VINORELBINE,MK-5108,RPMI7951,-28.1384532927,0
MITOMYCINE,MK-2206,NCIH2122,14.7172416338,1
PACLITAXEL,TEMOZOLOMIDE,A2058,-12.6297106828,0
METHOTREXATE,MK-5108,SW620,-3.1746393531,0
PACLITAXEL,SUNITINIB,A375,21.992652827,1
METHOTREXATE,SUNITINIB,SW620,-16.1777301175,0
METHOTREXATE,BEZ-235,HCT116,-41.0209682445,0
CARBOPLATIN,LAPATINIB,NCIH460,-21.7211530022,0
PD325901,OXALIPLATIN,HT144,-6.8123919352,0
ABT-888,TOPOTECAN,NCIH460,-35.5582435714,0
METHOTREXATE,ZOLINZA,DLD1,-25.2435109515,0
METHOTREXATE,SORAFENIB,UWB1289,-7.5841797886,0
SN-38,DINACICLIB,PA1,-18.5806499188,0
AZD1775,GELDANAMYCIN,NCIH1650,-6.7951574555,0
MK-4827,BORTEZOMIB,A375,-22.3901154551,0
SN-38,DINACICLIB,KPL1,-0.2090291461,0
MITOMYCINE,L778123,CAOV3,-40.2274737712,0
ERLOTINIB,DASATINIB,NCIH520,48.9367060007,1
MK-4827,ABT-888,PA1,-0.2937227797,0
ZOLINZA,TEMOZOLOMIDE,A427,-9.0670569995,0
L778123,MK-8776,OV90,18.3599218372,1
DOXORUBICIN,SORAFENIB,SKMES1,-19.0079425729,0
ETOPOSIDE,LAPATINIB,NCIH520,17.8898733998,1
5-FU,LAPATINIB,NCIH460,-2.0350125809,0
DASATINIB,BEZ-235,LOVO,49.5853784198,1
MITOMYCINE,MK-8776,PA1,15.6334376882,1
PACLITAXEL,SUNITINIB,VCAP,-5.0419119005,0
MK-5108,MK-8669,T47D,35.5802562366,1
METHOTREXATE,MK-8776,NCIH520,-11.5238218226,0
L778123,TOPOTECAN,NCIH23,15.458404014,1
AZD1775,PD325901,ZR751,-5.4288711006,0
MK-2206,OXALIPLATIN,SKOV3,-24.9699171403,0
DEXAMETHASONE,MK-2206,SKMES1,40.8180673964,1
AZD1775,MK-8669,SW620,18.2794411308,1
METHOTREXATE,MK-8669,NCIH460,-11.054302296,0
VINBLASTINE,SORAFENIB,ES2,34.5943421567,1
ETOPOSIDE,BEZ-235,HCT116,11.0164147017,1
VINBLASTINE,BEZ-235,RKO,25.6578617328,1
VINORELBINE,DASATINIB,A2780,40.0834778775,1
MK-4541,METFORMIN,PA1,-1.6694271508,0
ERLOTINIB,DINACICLIB,NCIH2122,20.2544563895,1
METHOTREXATE,ZOLINZA,RKO,-29.9823779795,0
AZD1775,MK-5108,SKMES1,-2.9112185853,0
GELDANAMYCIN,BEZ-235,LOVO,14.3272711113,1
MK-8669,TOPOTECAN,KPL1,53.4017686637,1
VINORELBINE,MK-8669,LOVO,17.9811636641,1
GEMCITABINE,ABT-888,SW837,-2.3320589661,0
MK-8669,SN-38,HT29,10.9154220682,1
L778123,DASATINIB,SKOV3,13.9500269467,1
DASATINIB,SORAFENIB,SKMEL30,-17.4544337358,0
TEMOZOLOMIDE,DASATINIB,UACC62,-10.4523775444,0
MRK-003,OXALIPLATIN,HT144,-11.7647699979,0
L778123,LAPATINIB,SW837,11.807665345,1
L778123,ZOLINZA,NCIH23,13.3529404487,1
CYCLOPHOSPHAMIDE,SORAFENIB,A375,13.8384781756,1
MK-2206,MK-8669,RPMI7951,52.6703205564,1
VINBLASTINE,LAPATINIB,A2058,28.7220464083,1
MK-5108,DASATINIB,NIHOVCAR3,55.8942824987,1
METFORMIN,MK-8669,SKOV3,18.8351324461,1
MRK-003,PD325901,HT29,13.2537377213,1
DEXAMETHASONE,MK-4827,A427,-4.9474297244,0
DEXAMETHASONE,TEMOZOLOMIDE,T47D,-66.1667696658,0
ZOLINZA,MK-8669,VCAP,20.8090798485,1
DEXAMETHASONE,MK-5108,RKO,12.598329821,1
CYCLOPHOSPHAMIDE,ZOLINZA,PA1,10.5126430891,1
5-FU,AZD1775,OV90,-3.1936519467,0
MK-2206,MK-8776,NCIH520,20.6559733539,1
METHOTREXATE,SUNITINIB,RPMI7951,-10.9150803141,0
CARBOPLATIN,ERLOTINIB,NCIH2122,12.0484571669,1
METFORMIN,MK-8669,A2058,26.6315134705,1
AZD1775,PD325901,DLD1,11.1146852036,1
TEMOZOLOMIDE,LAPATINIB,ES2,-3.5408005039,0
MK-2206,SORAFENIB,A2058,15.7666393124,1
ERLOTINIB,ABT-888,NCIH1650,-7.1170124717,0
SUNITINIB,OXALIPLATIN,NCIH460,-14.1678708141,0
MRK-003,MK-8669,SKMES1,21.1168286318,1
DEXAMETHASONE,ZOLINZA,LOVO,15.1478223635,1
DASATINIB,GELDANAMYCIN,A427,28.0045111205,1
VINORELBINE,MK-8776,PA1,-14.7861820683,0
GEMCITABINE,MK-5108,HT29,10.8686334697,1
PD325901,GELDANAMYCIN,OV90,-0.7735420397,0
ETOPOSIDE,LAPATINIB,RPMI7951,16.6244339781,1
TOPOTECAN,MK-8776,T47D,-49.7588719165,0
ERLOTINIB,TOPOTECAN,NCIH2122,37.0870485546,1
L778123,BEZ-235,NCIH2122,34.3985858366,1
MRK-003,ABT-888,T47D,14.8445528345,1
MRK-003,VINBLASTINE,KPL1,29.1310318206,1
ZOLINZA,SN-38,SKOV3,10.6908363799,1
PD325901,DASATINIB,A375,63.8915836172,1
ZOLINZA,MK-8776,A427,-1.3694501584,0
MITOMYCINE,DASATINIB,SKMEL30,-24.0323519733,0
TOPOTECAN,BEZ-235,HCT116,21.175567387,1
L778123,GEMCITABINE,HCT116,-3.1695697833,0
METFORMIN,DASATINIB,NCIH1650,19.5425923416,1
MRK-003,VINBLASTINE,SW837,29.7218879167,1
DEXAMETHASONE,L778123,SW837,10.1360710728,1
L778123,LAPATINIB,RKO,16.455473057,1
MK-2206,DINACICLIB,RKO,10.8535414595,1
ZOLINZA,MK-8669,RKO,37.7975112356,1
DOXORUBICIN,SUNITINIB,NCIH1650,-1.2461722134,0
CARBOPLATIN,ERLOTINIB,NCIH520,-11.3019160921,0
TEMOZOLOMIDE,MK-4827,A427,45.5824430364,1
DOXORUBICIN,GELDANAMYCIN,SW620,-3.8070007686,0
L778123,ERLOTINIB,A2780,15.5253492274,1
VINBLASTINE,PD325901,A2780,10.8678713434,1
MK-4541,MK-5108,SKMEL30,24.4496637581,1
MRK-003,CARBOPLATIN,T47D,-36.1905466409,0
MK-5108,OXALIPLATIN,A427,-3.5094017297,0
MK-8669,DINACICLIB,A427,17.0817842713,1
ZOLINZA,ABT-888,CAOV3,20.0947297688,1
CARBOPLATIN,ERLOTINIB,SKOV3,-7.4110412114,0
SUNITINIB,MK-8669,NCIH460,27.4067064604,1
ERLOTINIB,GELDANAMYCIN,A2780,-0.6061039691,0
MK-5108,MK-8669,SKOV3,28.4446440246,1
PD325901,MK-8669,NIHOVCAR3,33.2269262115,1
CARBOPLATIN,L778123,A375,-2.3019537329,0
ETOPOSIDE,ERLOTINIB,SKMES1,23.3105959977,1
AZD1775,MK-8669,RPMI7951,33.035892979,1
BORTEZOMIB,BEZ-235,NIHOVCAR3,-5.1258099484,0
5-FU,MK-8776,SW837,-20.5265828587,0
DASATINIB,TOPOTECAN,CAOV3,11.107890136,1
BEZ-235,MK-8776,NCIH460,41.2719938094,1
TEMOZOLOMIDE,LAPATINIB,A427,-4.0055229148,0
MRK-003,PD325901,NCIH520,-1.1586541797,0
TEMOZOLOMIDE,MK-8776,HCT116,-1.4115781697,0
VINORELBINE,GELDANAMYCIN,HT29,-27.8607575037,0
SUNITINIB,BEZ-235,LOVO,13.9117322702,1
DOXORUBICIN,GELDANAMYCIN,KPL1,-13.1000376123,0
VINORELBINE,LAPATINIB,RPMI7951,-7.7413926826,0
DOXORUBICIN,GELDANAMYCIN,HT29,-0.7380968098,0
PD325901,GELDANAMYCIN,RPMI7951,-5.137383072,0
GEMCITABINE,PD325901,ES2,14.0619036553,1
ETOPOSIDE,DASATINIB,T47D,-19.0996940748,0
MRK-003,ZOLINZA,ZR751,-16.5758675586,0
MK-5108,BORTEZOMIB,NCIH2122,-27.8083580879,0
DOXORUBICIN,GELDANAMYCIN,RPMI7951,-3.0537038941,0
ERLOTINIB,MK-8669,VCAP,17.9729893912,1
ZOLINZA,MK-2206,A2058,11.176005836,1
ABT-888,SN-38,NCIH460,22.6030362318,1
GEMCITABINE,GELDANAMYCIN,RPMI7951,-2.6658222403,0
5-FU,BORTEZOMIB,HT29,-15.9516134706,0
MK-4827,DINACICLIB,HT144,-6.7525883605,0
MRK-003,DASATINIB,CAOV3,17.0620411146,1
ABT-888,TOPOTECAN,A375,-30.0524213249,0
SUNITINIB,PD325901,A2058,16.7669354147,1
SUNITINIB,LAPATINIB,HCT116,21.4198489354,1
L778123,ETOPOSIDE,ES2,-11.7838526798,0
METFORMIN,BORTEZOMIB,NCIH1650,-31.1325772108,0
ERLOTINIB,BORTEZOMIB,A427,-15.6541016546,0
PACLITAXEL,DINACICLIB,CAOV3,-15.7931700917,0
METFORMIN,TEMOZOLOMIDE,HT29,-1.3939872014,0
AZD1775,MK-8776,HT144,45.7101859904,1
MK-2206,BEZ-235,RKO,32.2358086696,1
ZOLINZA,OXALIPLATIN,VCAP,29.034327706,1
ABT-888,GELDANAMYCIN,MDAMB436,17.3503409113,1
METHOTREXATE,DASATINIB,NIHOVCAR3,-19.1075437822,0
MRK-003,DINACICLIB,KPL1,-10.9113024578,0
MK-5108,GELDANAMYCIN,RKO,20.349573018,1
DOXORUBICIN,AZD1775,RPMI7951,-3.7130348119,0
MK-4541,MRK-003,LOVO,-6.6412196204,0
ZOLINZA,TOPOTECAN,NCIH460,-10.9156508802,0
VINBLASTINE,L778123,SKMEL30,20.9831401503,1
PACLITAXEL,MK-8669,KPL1,36.2012261281,1
L778123,BORTEZOMIB,UACC62,-13.1407885959,0
METHOTREXATE,BORTEZOMIB,VCAP,-17.651933137,0
L778123,DASATINIB,UACC62,42.3547965211,1
L778123,BORTEZOMIB,NIHOVCAR3,-25.8125057346,0
VINORELBINE,MK-8669,OV90,57.7108546131,1
MK-4541,MK-8776,NCIH1650,-11.4204224182,0
ETOPOSIDE,MK-4827,MDAMB436,17.9478713885,1
MK-4541,GELDANAMYCIN,SW620,-7.1182646972,0
MK-4541,MK-5108,SW837,-5.4797261974,0
MK-4541,VINBLASTINE,ES2,-5.3385545251,0
5-FU,MK-8669,NCIH23,21.7378102867,1
VINBLASTINE,ZOLINZA,A2780,-14.140862033,0
DEXAMETHASONE,PD325901,PA1,11.4317011724,1
LAPATINIB,OXALIPLATIN,UACC62,-25.9466596529,0
CARBOPLATIN,SORAFENIB,SW620,-15.7435214789,0
METHOTREXATE,AZD1775,SKMEL30,-9.6947975107,0
GEMCITABINE,PD325901,OV90,26.7345710583,1
CYCLOPHOSPHAMIDE,GELDANAMYCIN,NCIH23,-1.4379487271,0
ABT-888,TOPOTECAN,ZR751,-3.7912714445,0
MITOMYCINE,PD325901,NCIH23,15.0424238601,1
MK-2206,MK-8669,A2780,38.2523560817,1
CYCLOPHOSPHAMIDE,ZOLINZA,A375,11.1327247267,1
MK-4541,CYCLOPHOSPHAMIDE,NCIH23,-1.1954984738,0
AZD1775,ABT-888,T47D,-10.3233121206,0
ZOLINZA,ERLOTINIB,RKO,17.0086047778,1
DEXAMETHASONE,ZOLINZA,SKMEL30,14.5328120588,1
MK-5108,SN-38,RKO,-0.5334773796,0
ERLOTINIB,DASATINIB,DLD1,68.432847412,1
LAPATINIB,TOPOTECAN,LOVO,26.616829894,1
ABT-888,TOPOTECAN,A2058,-1.1875311978,0
MK-8669,BEZ-235,MDAMB436,37.140628468,1
ETOPOSIDE,BEZ-235,NCIH460,29.5968063723,1
METHOTREXATE,DASATINIB,HT29,-14.4501167207,0
VINBLASTINE,ABT-888,SW620,-5.7127965819,0
ABT-888,TOPOTECAN,HCT116,-5.778504579,0
MK-5108,DASATINIB,VCAP,27.9520380078,1
L778123,GELDANAMYCIN,T47D,-3.7494199512,0
VINBLASTINE,MK-4827,MDAMB436,-1.8277236632,0
MRK-003,SORAFENIB,NCIH2122,16.606469625,1
VINBLASTINE,ERLOTINIB,CAOV3,23.2471540483,1
METFORMIN,PD325901,NCIH460,-5.7406152497,0
PACLITAXEL,BORTEZOMIB,CAOV3,-22.4020606426,0
SUNITINIB,BORTEZOMIB,SKOV3,-7.9657454917,0
CARBOPLATIN,L778123,PA1,-4.6849484057,0
PACLITAXEL,ABT-888,NCIH2122,-171.0483071014,0
MRK-003,PACLITAXEL,A2780,15.5227837071,1
MRK-003,ZOLINZA,A2780,-0.9526825164,0
VINORELBINE,MK-5108,SKOV3,-2.8621101656,0
MITOMYCINE,BEZ-235,SKMES1,15.1887570569,1
CYCLOPHOSPHAMIDE,BEZ-235,UWB1289,32.0636979446,1
MITOMYCINE,SORAFENIB,MDAMB436,-37.3953755071,0
TEMOZOLOMIDE,GELDANAMYCIN,A2058,42.1118503528,1
